id_bon,id_produs
397592983893953,2
69718324411073,21
484790243769092,19
831448264293275,36
480464000415942,28
741566815207693,27
620750595567404,50
215458665449723,6
491682825662946,20
323165006292252,5
618032011022756,5
57691138309420,50
730313925221289,49
384072244446222,7
195510824899178,19
800854057149899,32
15263238224685,3
159012975059023,3
813720990441295,27
369870016298407,5
876302587746691,36
326167040265562,25
940614938041684,36
86351142607587,50
97038539906127,18
70428840840163,6
357787365563520,21
203281038073682,16
512571446276086,45
38783814930595,16
670580861090768,2
374560578161844,41
369275581176489,43
490915168335085,28
99429396274232,16
675212703635757,2
659572631418672,17
957823307563220,19
140952779382010,9
361742060650403,17
65816483113427,47
428432556421347,27
5155978088584,16
215745705948034,12
954106722161870,45
827300455477149,36
230845707320322,12
739193914148857,47
226180914005379,29
883803527339268,23
270452652369036,50
428835974721378,45
793475783552815,30
832320645050148,42
926216206745140,2
530396531958525,1
998879458554060,14
87630755680520,24
371134674564044,29
620992995568263,9
371454431443640,15
337184284171528,20
945051789647289,35
281024208195708,7
329638901005914,23
929113634726724,48
36922283214032,47
426473499819807,39
581506377906656,11
832301649883699,5
912106490535283,17
388686477207614,44
460488655566105,22
988656766870371,19
693614192197796,46
151728537656761,34
720403002827082,11
972743386547045,13
427634683072683,4
507293970940361,14
941573551552014,34
409726349198186,23
951114449364316,27
271953201791662,12
539860240882457,40
829677629803993,14
761813482846012,8
796836765749817,48
80681104141565,36
346211891762655,12
373783238989915,49
957620297041873,37
810419194409531,47
491678776324326,13
121177831405844,11
626599429792463,49
28434551354248,48
686633648097779,48
641971943368924,36
221772214224880,9
99237868359001,14
194202883748558,38
274957501963630,7
778025073462466,15
854713707371674,4
604231929529639,50
429778219938852,20
53280406420269,21
703384444538070,10
247039978291044,5
622587138394152,38
458240059543647,25
505473540900416,26
338147310153152,38
112172659934168,34
876971075916607,19
540402420710794,22
983758884563251,17
992979587749522,48
363661293123976,31
44566543667757,31
119953823359249,17
928146597852797,15
449663866562935,5
530189165852127,5
524052459764054,1
241683797875027,12
607329942739612,1
233653324245284,47
431509686060809,12
394664908165277,6
213943145688299,21
247565605698685,28
557161052366335,22
799061577040883,17
998879458554060,38
480510869705400,6
363661293123976,7
548641348382712,44
987469674622324,4
736430498186661,10
413705327599125,35
609053423831625,9
123086353643049,47
933649178642741,39
319312176583324,50
400345085119083,40
357787365563520,37
392328137542637,29
120170540326055,17
194305409129020,12
17961676697532,23
461095724603135,25
762910496418990,11
683165909487337,21
62121979809225,42
526162837642169,19
352148743161676,1
355839396099890,19
693224571861159,11
802455833864991,37
698194893413940,39
186568517146678,22
741414372816304,1
119204022842400,50
463125933066293,5
761958988284415,16
630917921571529,6
360685295431204,5
771980504050842,48
53821543781668,20
895168681199258,12
907541810147536,32
2843187250595,24
725597829165176,31
400296609189318,28
587305632330931,12
636336814995475,10
136598051401753,29
873809049452645,37
762308701040951,47
909266364038162,2
558745900341942,29
133727126397187,22
491499135405256,27
459567221711660,2
403008281518148,8
368229006419647,37
852396978324969,18
793425997202100,18
527792154865904,14
311825876743378,31
882151235166663,24
458652056031265,7
369870016298407,15
942421960469052,47
564411780712753,46
58199202890721,16
830996002831565,43
693678274328689,49
16451078652258,14
12060987319520,41
533506106098825,41
781273239442606,18
345630129752123,8
959356341913456,41
620992995568263,23
532943966936493,18
622264656725064,23
576344445278420,16
735092267438057,11
453837877807977,21
419657618243977,29
284884317507192,12
816522112860930,50
569130363411169,45
171964253782556,22
335728282298593,11
325643989804115,24
938052896143887,27
208296244624856,36
483439605790906,5
935016656454518,23
909266364038162,8
525119690851336,46
214782282438271,14
604231929529639,49
779769687262335,39
607831154051481,8
779769687262335,36
729951471897334,15
239905379150185,25
828633835064300,42
457178806693101,42
365498484712694,19
382091987054499,3
876302587746691,4
866542488416373,7
837730668838774,7
185760437728384,14
887723446943927,32
54747863958693,42
578919916137031,5
440669553269789,25
455325711542766,15
884479976984645,49
993496589161938,9
142817064867825,41
803426012592937,8
617247866659257,39
686633494353153,5
521107865330814,39
890601492111325,28
982429580429120,26
907153715659170,18
261342753789573,49
199029837504549,6
577619285150868,41
703704291765050,43
108406553527421,43
855044763612775,26
319312176583324,31
760336732649616,45
301838114946908,28
427634683072683,24
557629449044453,50
189583857455755,29
810620639208163,7
415606810735347,49
790116461677611,10
89120648574898,21
403848661271676,31
671730617174906,41
128546386141823,44
116707308593292,48
786295832986128,5
466020875458902,5
122771847371827,38
348125765099538,25
676178675100038,9
693712450182298,20
608905907384698,20
751495811146521,5
207136364007211,21
90264339398669,50
370875077602547,2
575130946345142,28
831037991993132,10
547917396099455,50
526419922236690,48
774808911693802,43
345243438787534,36
790122018237590,11
429480395736784,12
303528027252677,22
150552612180252,8
58739815466107,49
698950725541074,47
518695590510990,31
162930291875893,30
578906309357339,3
75372767786505,24
343232679916261,19
284884317507192,12
747656580037967,43
586635620243806,18
893915912984055,3
65237436209876,18
155619975588191,23
793051625107615,41
777037013685346,22
155619975588191,35
954202664766313,47
526419922236690,15
80675719369638,46
585769770799281,7
426209178683799,28
918517328283885,27
692589142805795,37
667162546294990,29
343293520886198,28
473557291927431,4
128885893239108,19
849639535171537,31
985091908527822,36
553513519005874,10
534895313528605,39
94803941855517,45
278406729032470,12
428290799747793,24
99488261106314,32
413161584418571,45
161576515154478,7
525035388054992,10
601214435886690,3
821549625665349,35
89427389752844,27
29279852402316,25
128031919746823,10
351493948615295,44
810419194409531,42
468677372357958,42
685473822313876,2
863418505690845,15
393169467844159,44
513981879028099,41
703214843024218,7
307969251226297,41
856508329688057,27
303528027252677,29
273273069438094,19
437482004973079,4
168558084387295,2
881426582461071,45
320648133950010,3
538922651871887,22
854977606878603,44
389611772862653,27
593530010481716,19
549364866456999,14
620808568409610,11
831129901138296,25
803901670485791,44
811290273212453,11
260965012740173,16
633961830077931,22
250180856991144,16
590098492146312,35
145152910474072,12
345697537739299,32
573468523868687,44
26818635541132,19
111306223791618,3
363637613441215,31
936893726801644,8
518371172061098,31
177276062580536,43
163822834527662,26
354621770299665,11
180461567266168,28
398530019121002,15
57377609252881,25
705839726962611,23
224069519446210,17
476565708697360,24
291794062388103,48
620325024264852,13
435192140348314,39
300174504719716,30
83437467015230,34
654684779660024,14
704203817781019,31
270050776568630,10
495809184539312,4
507202681796572,30
635138067583172,40
340326321022298,11
748095269856852,37
429253110129905,1
587959778219926,43
691540193873255,42
808638867818101,16
222946391568582,50
793425997202100,35
326945127540467,31
634697053609904,15
19820324948737,38
585288653613535,31
565560267346866,5
529170909576803,17
763564447524693,2
653258519835032,44
319021366448143,31
592443619940020,20
205569972656131,36
280495734743053,6
744812399346821,16
240203122202333,14
563283529285236,11
500445022689261,20
67383875842254,49
339271497318678,27
62544033342149,48
33634459274532,4
226859996530815,25
882151235166663,49
513572298397007,32
26826735794519,23
356778779638205,49
966182661592425,44
552533597496188,39
604968280432453,21
377883037588491,41
232998708020432,12
454250678511567,3
41784362266472,43
969315091939686,35
854440146532776,49
537740581522278,32
624221799798986,39
468310326339562,37
855755596856231,23
997732222556620,21
692918883419305,28
975045609481104,2
861252642699201,38
630923077179650,39
96552161301785,47
428835974721378,2
141570358382705,50
417603597591304,8
564730981659642,17
272974091213664,40
692344597724248,47
911228924462487,31
95012292792379,37
427293814839187,37
227993160404137,16
433384945340804,50
810039692877081,50
931095856673813,49
898069802844486,46
920546788813647,7
811717644970398,31
31759908673081,44
43487959400155,47
935885613668494,8
45447076141155,17
689597545463458,28
308231851907580,13
967693772488215,22
45863419562453,29
463125933066293,43
116707308593292,33
459567221711660,31
429480395736784,23
537600235192313,46
561126945041576,45
330555860994963,14
48409768001876,29
198103441517165,15
707156990607742,31
774808911693802,38
256739136757165,15
908747313528690,20
470361676886394,3
943192455470817,26
678678050675476,34
264483349146036,8
951732620847295,11
394900738498039,7
137318863733817,10
78048246827758,12
856232168390204,4
320347025711861,30
951804446209123,46
433841762356226,8
187555225157556,50
663402052518008,4
198103441517165,15
144294483486083,48
521182509789714,11
406130355400757,11
819628618626345,32
147718885308192,21
232998708020432,14
815611876525184,18
795521203135198,40
268829473091556,17
845416955491753,17
105824537292748,14
77671632967164,45
593523204622976,10
707672047467474,48
822454670258584,40
644633331490647,33
665064022648605,44
378929651377956,31
324824775913528,15
717988636390790,3
459519026816115,18
163822834527662,48
355725066049490,26
897453716397545,27
674668232390748,40
449694400938916,24
707309506516263,1
257092246006479,37
19820324948737,21
344772088610049,14
903571657606969,19
771980504050842,45
948233036908796,17
695590297219572,24
38650224039917,1
874233077804100,42
655634746777210,19
583981363043068,34
742017927356756,32
868365736569076,29
501342733461113,9
779769687262335,36
911228924462487,40
324069165279146,5
825047952235514,5
832320645050148,30
742262190455720,29
385315337280772,18
428497664747619,37
128441622496459,21
874210614357464,31
9231515712453,10
687452198311462,21
970038219407344,6
298639348971057,47
113152773265239,40
820888932541446,46
780890423631013,10
881241909278738,27
227993160404137,10
887723446943927,7
810039692877081,19
508627700227359,10
237907422116001,36
408304604042561,46
945236285726496,2
651236501053865,8
76502966052304,41
735662701721641,32
565050165100139,17
617028793591404,5
440678147087291,45
971413618194814,32
484790243769092,31
116710464617911,13
830606099994384,49
782088645418995,6
459837298132050,25
444911579545918,16
156946133684985,5
522067266551768,47
241273965460895,49
907344954518275,36
379591954850987,15
279754021113248,31
554993201322538,33
25668775535828,18
839197059551238,37
278271404740412,34
448149651944460,16
697032900092952,35
340483857902334,20
89449111332056,11
18082455907020,6
934509901755277,47
922391734660314,27
84543977988436,37
683256133986879,20
143674728206924,32
764507922255659,24
378929651377956,26
164618059956326,46
268787456388225,42
597185427916697,32
246996939215502,8
368451133135710,24
998879458554060,18
294259324320045,2
355286409232684,11
477965218685488,31
578681673291400,7
616708916399895,45
650014010663486,48
41687473962140,17
941878921375178,10
572562583909214,31
485220284670272,36
24636931162647,25
892754049328177,31
197193988838157,46
613352331552982,1
920427156662392,39
115564038568124,31
598190962094223,19
480808938456808,31
574728200561234,16
427980372869618,19
878540510627599,27
173457697449748,35
129310957729594,29
369056901005818,32
620413506420510,46
926247729702509,30
911493056163538,37
679320689857598,34
318386544187883,48
548641348382712,44
211479809347845,35
651181206414926,38
14094941039726,47
458163001247024,49
117882342385980,3
506382478493993,17
214908956728367,3
381617711315567,33
459070606589250,1
630411628239463,17
43980774239174,44
480808938456808,9
646287813762427,16
815715194185376,27
972743386547045,28
861440353548936,26
493921328665308,16
403092623479809,39
319021366448143,19
227599971303111,49
101365584891415,43
322751077334039,12
138383263529673,9
503134561460271,17
821781397755768,47
530189165852127,28
763537987653971,20
311592113533539,27
918679648293302,46
981015480879870,24
549214255391942,36
230104667996819,42
22488021662844,45
915281102551395,28
730058109417989,42
110996500595410,49
219175604388903,26
615207363187526,10
303508103415756,45
484817620599476,14
621375187289053,27
897663005642293,3
53903326016580,42
127652057547861,13
28265790807684,2
849575530450522,11
570272348872257,5
523487620241139,47
255734671111192,30
262454823833416,48
854977606878603,37
917349802673875,37
681389265341903,17
343794878404637,12
895570816559312,13
81364715163358,48
198047530302015,36
614148866150545,32
283055726810618,33
175738546988695,48
137313732170716,39
459560994697246,39
877821587780314,24
622264656725064,3
190927283006001,29
560863737678074,28
881442141255448,43
640569774426213,14
842168198623294,29
703214843024218,33
831842657742231,8
578906309357339,21
400514828412284,44
36686789534609,43
399884149392749,48
965653396761924,19
895045237135740,49
442908796854412,13
790116461677611,25
985431377357237,21
587305632330931,15
639435082775022,38
112818087194139,18
339058153985753,42
314487687728530,31
994676000083112,47
855634489050460,37
965438294573018,35
957620297041873,42
784242307304413,38
458240059543647,20
428835974721378,31
970929765136527,37
902455901259353,30
828633835064300,39
331021323677518,37
825218411101845,16
479173077972039,36
366154057223235,11
500078013616383,5
598004985302955,47
921286014185464,49
742856764187063,34
7599832622896,5
62544033342149,22
911548702080538,17
857636488686167,3
60831129266395,3
479173077972039,23
178662581807122,47
434743753654062,36
150416047441827,30
350893668918741,13
828101112924944,9
107343906274593,24
624125687565522,24
440488404652279,1
898577776848167,29
555569397710117,10
343567219644104,29
703178844445413,23
975276528022153,3
169762603508157,45
685611799972788,40
748095269856852,26
782088645418995,9
356705383346738,40
163053184239000,13
633994808059149,21
603283421411560,28
318360049165321,27
411612468646823,39
251803910531492,5
721413264032768,47
838513032183195,13
226782074271673,18
657993309788171,33
628354148893335,30
468628884293068,33
944652419494753,13
339058153985753,37
257569665998416,2
784046226644687,41
121566005043295,27
292235710056325,47
731375425657654,40
337365603603687,20
649411298414974,42
893472549358153,15
972698074410934,5
539967081703824,35
165625062971323,9
335918689259274,38
918944415189331,48
986711813512370,50
437482004973079,7
65873225933390,1
276830410972699,27
771036434386312,40
541027211422779,25
489153766334778,33
587305632330931,44
446776857647374,17
922336822219229,23
842104300460494,24
601447351889848,32
143674728206924,10
235119910613318,28
751084541301982,9
49099254400761,9
35033896806725,46
691244598872466,40
269476016037371,31
594036345500065,47
924923639441595,24
63588308706962,37
15782859142565,36
355725066049490,37
87093311381034,11
617247866659257,35
51770154283334,24
482491062975662,20
182348162632898,9
302116297023014,6
520178965978602,16
451660830564966,20
671394772463659,33
852089897989975,50
29126184441366,50
525047061467305,17
55988621540715,21
20554026127468,25
884498064639157,1
487736011831685,22
940614938041684,12
641971943368924,6
644701426740409,30
369619471372215,26
553978052891796,14
493633460246020,7
358657391680659,29
148224889086182,3
863232616948860,14
633935138381294,14
559638801331829,33
348102168324110,16
720196194319607,2
150416047441827,17
706629558961492,44
731375425657654,45
674060973191542,29
180901341297589,2
885306551503306,1
731930323987866,5
752339248477891,44
321808600353213,44
816522112860930,17
253638483175095,46
409394019700084,4
712518644016386,10
51192312625957,48
610679920267376,41
788656386718132,6
739193914148857,32
533151311549143,13
479733970636199,20
501420738981529,10
80339224991726,2
86143724048413,36
273274313080973,48
402918938566313,38
38310254540664,32
291509408042386,30
507268680717395,6
499579596445931,43
464246075066910,22
253275140369967,37
285194931726598,4
271953201791662,33
222434906133308,36
535230398951501,28
464274569896584,2
61977948424391,33
912627970330299,36
864439070911978,34
699550654473363,16
567708163725150,42
783364641448358,1
988656766870371,14
475303451249475,25
978348360788477,13
731352127290903,35
487644527258572,45
219252849407201,5
726126883605470,39
876569417533194,46
350854545292856,24
670125619608284,39
486705595046995,43
69485814396134,17
589361314090916,3
387239392812123,25
119853466582838,26
973107134313171,7
450602280324503,8
513667751750596,28
72783157008577,4
218142707394246,23
614481596721440,26
308644910347767,31
573871697143233,35
628859997306952,1
440975497798333,7
514941125407649,19
925128388197155,48
150804469838735,11
701955277422248,11
742867961827438,22
661901444531210,48
706565659316245,28
553513519005874,32
490052576388403,40
230104667996819,7
215458665449723,5
702110162901811,24
450684426592004,17
491682825662946,1
324069165279146,42
378313967997577,25
956053824187890,6
583246978047893,32
959356341913456,47
152336975190945,9
926115903235307,37
635603647733547,25
967377779867599,34
751973114142804,33
665593822897524,20
894535591671521,14
993496589161938,42
455873119872398,41
624221799798986,37
584916833793811,6
521107865330814,46
158474954408483,10
834290709873371,9
51563202068409,38
735662701721641,9
223510136332072,20
828747005094996,34
785140164810887,33
568989446123319,27
202547288773771,45
881442141255448,43
965438294573018,6
68784079894321,7
830318040423068,13
996453057763949,49
923860477923706,37
182420201093643,17
343901396533506,3
646572704693210,25
336428450686190,23
204077613135420,38
781897507590642,48
853357558255999,29
298639348971057,27
489015231818210,11
837790489177386,47
869237408815938,32
864495941840422,3
985431377357237,24
684674497853769,46
162934514932606,22
593600003212579,45
578193935629926,47
843324545128234,16
634174670523951,26
606638342430357,34
34795401003249,23
585601079994912,19
748356625847088,1
347242468372560,28
128546386141823,23
529013096033149,8
326307732212080,28
364964094493773,10
43487959400155,44
307037993815659,18
17964421162359,36
969686969096091,41
862142820399258,26
101521190848041,26
947904779627465,3
857101174583568,9
668346493347396,13
796949236872528,10
523350553125807,6
593523204622976,45
140502925316661,3
111889060373143,8
76502966052304,12
914252685298409,26
56565939517052,16
469565001637956,9
322751077334039,17
915710657672400,14
606107434087070,38
445279826519115,15
175826723661696,14
169762603508157,26
492359801992950,35
943265825372261,49
23364693889131,45
882677470678449,12
51119843372105,34
273274313080973,43
281950924493194,33
878663345134684,8
221772214224880,36
873180956455541,9
995016863156388,24
889769005117548,38
969567027174868,48
966948278526186,32
998881862987052,25
366618759831752,21
44674622836220,27
141570358382705,4
919003623923305,20
156222322010430,33
773283817253836,24
572157537509963,14
824324107040075,18
729793956306082,4
900899796401508,38
651637869575583,18
376431404998154,21
807248143588394,32
503134561460271,27
736430498186661,8
689597545463458,6
74143239205975,12
292424609312075,41
811717644970398,32
397639192640518,21
665090666098267,34
815253971931183,14
65428432720882,42
219315505743784,9
547290623229995,12
152072600429829,17
513424238131248,48
826395156918840,10
494637882558203,22
73127053510654,42
387716066279750,25
880092947752169,34
572540474431573,1
92645443391178,15
422072864828640,2
525506014672449,49
670857771818335,40
662054225128744,50
540126834290068,30
128866235570590,34
98444046250160,19
114084632338323,31
610283790784818,5
170591441214887,37
561850194296115,4
892754049328177,21
808638867818101,13
541027211422779,37
131009990807512,22
801590653765817,39
322751077334039,32
594808100041172,25
768039847925659,25
349658416981996,17
704497616071771,9
726611495940413,19
656034291033141,26
37568016578251,22
492606971376212,10
47530604257274,2
367366941425367,5
869500526241087,31
801590653765817,30
106548904466564,48
629986442065548,5
135791844507332,14
102718206295484,15
31404140993592,47
856523396898551,37
328004442544148,50
485965583162710,30
501197545295921,33
686324431813907,35
96552161301785,31
623280230629261,31
457178806693101,28
291617763824680,37
224069519446210,15
658399455114820,27
813607770948103,22
992368702216687,27
62180580450326,3
926749461452628,48
249646924371581,37
231547757665985,16
773593990176223,19
983156220543348,31
692589142805795,49
975045609481104,29
61734014568054,48
631390553807089,20
689505655868439,31
68888912753343,22
820259902902324,6
815253971931183,48
539860240882457,33
447444544058836,45
813720990441295,37
454250678511567,29
585624704793362,26
470729669655529,1
127147039556963,24
797153089421889,19
36762091715537,40
425710403030621,10
461467448683103,4
449176397446676,37
729116161532113,40
533465646057967,39
864124889453544,35
171932509261314,41
712593054825004,36
276131950643401,27
803193603738457,11
855188979282600,27
397779270161551,14
350806114074869,29
830996002831565,6
619126036474274,39
848495014766068,4
710381668839439,6
654412240929801,4
442908796854412,6
192610930672758,5
599820147424570,29
975045609481104,19
42906721736204,41
907344954518275,36
668501763878561,29
387960001760573,33
968814417752031,49
35000130256992,35
338209752136667,15
739193914148857,4
686324431813907,41
878540510627599,7
517007304351267,35
676642124766194,43
680472539038702,22
65237436209876,6
493934632234886,6
741821329524596,24
822769690659444,43
817028406095343,6
11783181262308,10
398530019121002,47
855187490415715,43
612359824256117,42
822454670258584,43
793475783552815,3
674146028317507,42
185367371336110,43
378390305976059,4
912418873349194,29
721515072406150,20
753455231076119,4
671682993386442,50
582603936821681,47
235492822284548,44
253815545115085,20
537740581522278,47
664583811130888,41
692918883419305,7
649461840508036,8
729116161532113,6
203222422149392,26
370770754516582,32
929611671408522,37
962763890383316,41
196743422758314,11
907541810147536,10
47530604257274,3
286407140652315,27
352750969606256,8
900480650000334,19
727648644783403,42
253765918392737,29
788591499998000,3
58674882303006,47
529628821926759,25
665833355862016,42
341908106874063,50
475234082078150,41
956053824187890,29
698085684120122,22
745454073222061,35
334838855138471,18
20508433463211,10
500405377875098,43
929931731118326,36
651236501053865,43
508036045023861,12
992368702216687,25
962763890383316,9
412008333490707,50
628278806846653,10
812622766876007,15
446843314034156,14
353666474648362,19
571541651495666,7
540952096254871,41
903731305370719,49
470443488407396,27
936042261012637,2
873065944450332,15
26749509769108,50
347041874633941,34
111306223791618,15
178434525812515,37
649592761576823,27
620527823566896,42
599820147424570,46
460488655566105,23
893639522555266,6
628859997306952,33
515937915519548,41
674060973191542,43
702453009404401,49
412740712965251,35
291895832993417,14
607545850541906,4
799204953186468,48
781747508723824,11
249621691235632,2
607156618264169,50
483420201793235,25
985091908527822,22
184700644735120,7
655020773845016,22
878663345134684,15
886506009523258,36
569169687929754,50
809529215009691,33
813885884676009,18
223238735578165,14
120873333093438,5
583246978047893,44
59653847182563,38
199264304680147,4
843636174328251,26
177393870141474,27
388075509193375,48
827029163637364,27
882823494921858,29
87236406270188,20
39176631056986,30
295702059505942,12
838210855421298,43
506657682371247,11
258735323135695,28
129112837382240,37
803022843920967,26
319742494135199,10
804101009227276,43
367366941425367,31
510110413692884,34
436612947771775,37
326598644496927,41
433236120754806,38
954342139040622,27
662533554959016,35
459837298132050,32
43928614139712,5
983758884563251,28
226180914005379,26
546576941614228,46
189177301948323,38
884246084956042,18
16969797890779,44
8010663884750,1
682915130502999,4
347008383940548,28
255221333497780,43
623851562570671,14
216043370300008,26
878790803802453,23
418172844542210,5
86899997951464,41
214242752907391,4
666983571159352,7
692640635780213,15
138015104514949,31
206519976254893,7
982461577945703,41
830996002831565,7
4656402830383,31
880414495084714,5
691758189412994,28
251998572636912,37
806042785018134,49
512571446276086,47
653522318434902,21
812622766876007,30
582835775026184,29
